tempo,swing,density,dynamic_range,energy,mean_note_length,std_note_length,velocity_mean,velocity_std,pitch_mean,pitch_range,avg_polyphony,syncopation,onset_entropy,instrument_count,mood,timing_feel,rhythmic_density,dynamic_intensity,fill_activity,fx_character,timestamp
68.7490,0.1525,2.5736,26.0000,2.6011,0.8249,0.9151,63.9813,4.2558,63.7250,48,1.5500,0.1468,1.1659,1,chill,2,1,0,6,0,2025-07-02T21:32:40.955687
112.7576,0.0746,50.2833,113.0000,14.3713,0.1690,0.4865,70.2737,23.3652,63.3198,82,9.1048,0.0024,0.0289,16,chill,1,3,0,6,0,2025-07-02T21:32:41.302406
123.0012,0.0150,16.7376,126.0000,7.4401,0.3293,0.3455,98.4809,28.4677,46.0844,58,3.6262,0.0114,0.5576,7,chill,1,3,0,6,0,2025-07-02T21:32:41.587510
120.0000,0.0376,40.3395,92.0000,12.7301,0.3358,0.5608,93.1199,14.4304,57.5878,67,14.3266,0.0036,0.5925,15,chill,1,3,0,6,0,2025-07-02T21:32:42.017980
92.0001,0.1781,7.1659,66.0000,4.4685,0.5355,0.2983,90.2942,12.1902,59.7143,35,2.4041,0.0348,1.3207,1,chill,2,2,0,6,0,2025-07-02T21:32:42.075607
93.0000,0.0428,8.0022,0.0000,3.6769,0.4699,0.3730,80.0000,0.0000,53.4282,51,2.5502,0.0247,0.6345,2,chill,1,2,0,6,0,2025-07-02T21:32:42.144292
120.0000,0.0204,9.5885,32.0000,4.6497,0.4420,0.2769,94.7651,1.5487,45.8237,50,3.1322,0.0325,1.0202,6,chill,1,2,0,6,0,2025-07-02T21:32:42.305854
44.4000,0.1045,3.6597,16.0000,2.5671,1.0930,0.7671,48.2130,2.3425,61.3077,34,2.3166,0.2075,0.9069,1,chill,2,1,0,6,0,2025-07-02T21:32:42.379755
171.0001,0.5573,58.3759,107.0000,16.4806,0.1920,0.2224,117.0051,16.9179,60.4132,73,8.1562,0.0024,0.1800,25,chill,1,3,0,6,0,2025-07-02T21:32:42.683431
171.0001,0.0869,24.8231,123.0000,9.0501,0.2293,0.2935,90.2231,31.3497,58.1083,54,4.4005,0.0060,0.4836,16,chill,1,3,0,6,0,2025-07-02T21:32:42.823948
171.0001,0.0351,24.8000,123.0000,9.1413,0.2293,0.2936,98.0375,28.4242,58.3902,54,4.3990,0.0060,0.4839,16,chill,1,3,0,6,0,2025-07-02T21:32:42.955553
143.9999,0.3111,4.9500,27.0000,3.4736,0.5587,0.6721,89.7727,5.6241,75.2424,50,2.1212,0.0358,1.8508,1,chill,2,1,0,6,0,2025-07-02T21:32:43.003648
140.0001,0.0000,4.8435,0.0000,3.1646,0.3906,0.4484,100.0000,0.0000,69.0387,52,1.3301,0.0245,0.8991,2,chill,1,1,0,6,0,2025-07-02T21:32:43.079968
140.0001,0.0000,4.8435,0.0000,3.1646,0.3906,0.4484,100.0000,0.0000,69.0387,52,1.3301,0.0245,0.8991,2,chill,1,1,0,6,0,2025-07-02T21:32:43.141457
145.0000,0.0884,3.1719,0.0000,3.0152,1.8522,0.8719,100.0000,0.0000,65.4286,31,3.7857,0.2424,1.5496,1,chill,1,1,0,6,0,2025-07-02T21:32:43.186329
108.0001,0.0491,15.9123,0.0000,5.7124,0.2665,0.1733,110.0000,0.0000,47.8730,55,2.7426,0.0108,0.9439,10,chill,1,3,0,6,0,2025-07-02T21:32:43.326113
122.0001,0.0342,17.6826,84.0000,7.0224,0.2819,0.2459,94.2496,20.6591,47.9483,55,3.3670,0.0103,0.5240,6,chill,1,3,0,6,0,2025-07-02T21:32:43.571839
142.1801,0.0615,16.1762,108.0000,7.4623,0.4035,0.5604,108.1169,16.8857,49.8046,58,6.7430,0.0084,0.8888,5,chill,1,3,0,6,0,2025-07-02T21:32:43.759758
120.0000,0.1937,7.2589,13.0000,3.4795,0.4549,0.5413,64.0381,0.7028,57.5677,42,2.3818,0.0267,1.1064,2,chill,2,2,0,6,0,2025-07-02T21:32:43.876634
114.0013,0.1435,16.8013,112.0000,7.0508,0.2359,0.8900,73.8563,24.6094,47.3083,58,4.6228,0.0077,0.2680,7,chill,1,3,0,6,0,2025-07-02T21:32:44.203938
91.4400,0.0154,15.6831,72.0000,6.8754,0.3292,0.4000,120.2553,13.9158,47.8146,77,4.6629,0.0132,0.9440,10,chill,1,3,0,6,0,2025-07-02T21:32:44.409273
87.0000,0.0825,16.0469,113.0000,7.1152,0.2378,0.5453,88.4672,35.4279,44.5782,67,4.9827,0.1121,0.0225,10,chill,1,3,0,6,0,2025-07-02T21:32:44.628249
96.8757,0.0032,16.3418,126.0000,7.6079,0.3604,0.5009,104.1174,12.1854,51.4382,57,5.8567,0.0631,0.0322,6,chill,1,3,0,6,0,2025-07-02T21:32:44.833606
44.5902,0.0542,3.2986,75.0000,3.1872,1.1181,1.5267,40.0454,12.5888,58.2629,58,2.7454,0.0693,0.1645,2,chill,1,1,0,6,0,2025-07-02T21:32:44.935794
94.5479,0.0729,17.5079,119.0000,7.4979,0.3675,0.7469,83.5812,20.9103,54.1968,68,5.7275,0.0135,0.1975,13,chill,1,3,0,6,0,2025-07-02T21:32:45.274261
120.0000,0.0168,5.5345,0.0000,3.4479,0.3783,0.9238,110.0000,0.0000,54.5081,38,1.5278,0.0199,1.3980,2,chill,1,2,0,6,0,2025-07-02T21:32:45.332567
117.6141,0.0172,10.8462,26.0000,4.3185,0.1968,0.2335,63.6142,3.8050,52.1378,57,1.4931,0.0045,1.0981,1,chill,0,3,0,6,0,2025-07-02T21:32:45.409622
49.0000,0.0291,18.3481,27.0000,7.0349,0.3800,0.6225,112.1576,11.8949,53.2035,63,8.1525,0.0171,0.0537,13,chill,1,3,0,6,0,2025-07-02T21:32:45.658863
116.0001,0.0800,8.4090,70.0000,4.7761,0.3338,0.3492,88.9753,15.2815,61.5211,69,2.5613,0.0277,1.1825,2,chill,1,2,0,6,0,2025-07-02T21:32:45.777162
120.0000,0.0227,4.4825,0.0000,2.7759,0.2027,0.1769,80.0000,0.0000,79.1018,14,0.5000,0.0574,0.3397,1,chill,1,1,0,2,0,2025-07-02T21:32:45.839206
108.0001,0.0672,4.1478,0.0000,2.5767,0.4942,0.6524,64.0000,0.0000,66.0604,45,1.3302,0.0855,0.4123,1,chill,1,1,0,6,0,2025-07-02T21:32:45.907095
73.3334,0.0269,13.6688,95.0000,6.5053,0.4273,0.5820,97.0571,15.8078,55.3502,60,5.1415,0.0317,0.4999,6,chill,1,3,0,6,0,2025-07-02T21:32:45.985042
120.0000,0.1572,4.0531,45.0000,3.4694,0.1288,0.1189,94.6392,10.5305,64.1753,13,0.7784,0.0140,2.2601,2,chill,1,1,0,4,0,2025-07-02T21:32:46.026676
87.3105,0.0801,5.4010,43.0000,3.5937,0.5114,0.4128,76.8260,7.9666,59.8635,54,1.8605,0.0596,0.3796,1,chill,1,2,0,6,0,2025-07-02T21:32:46.136729
133.4426,0.0988,6.6479,0.0000,3.6933,0.3250,0.4757,110.0000,0.0000,60.0276,69,1.6886,0.0691,0.1740,2,chill,1,2,0,6,0,2025-07-02T21:32:46.405748
133.3608,0.0317,11.2465,72.0000,5.3622,0.2935,0.2584,86.3706,13.4743,63.5537,57,2.5629,0.0220,0.3191,1,chill,1,3,0,6,0,2025-07-02T21:32:46.565724
141.5001,0.0670,14.6009,62.0000,6.3149,0.1286,0.2569,125.9798,5.6994,61.8017,56,1.2625,0.0066,0.0683,1,chill,1,3,0,6,0,2025-07-02T21:32:46.704223
175.5413,0.5672,9.2839,83.0000,5.0424,0.4617,0.4239,79.5187,15.4312,56.5446,68,2.9593,0.0345,0.6561,1,chill,2,2,0,6,0,2025-07-02T21:32:46.786961
82.0000,0.3023,2.5112,44.0000,2.9309,0.6636,0.5132,76.0988,8.4910,71.3745,27,1.0761,0.2635,0.6818,2,chill,2,1,0,5,0,2025-07-02T21:32:46.843665
167.0002,0.0185,14.8945,109.0000,6.5429,0.1305,0.2375,80.9740,16.5940,49.7555,49,2.6669,0.0088,1.3598,4,chill,0,3,0,6,0,2025-07-02T21:32:47.065999
91.0000,0.0844,17.5905,124.0000,7.7688,0.4346,0.8185,82.6112,27.4451,57.1961,72,8.2040,0.0084,0.7003,6,chill,1,3,0,6,0,2025-07-02T21:32:47.348126
70.0001,0.6443,1.4401,0.0000,2.4474,1.3295,1.4503,100.0000,0.0000,63.5328,19,1.2445,1.1959,1.3181,3,chill,2,0,0,3,0,2025-07-02T21:32:47.398471
86.0001,0.1006,10.9740,63.0000,5.5072,0.3153,1.1489,98.6405,26.8722,42.5759,47,4.6204,0.0478,0.5740,8,chill,2,3,0,6,0,2025-07-02T21:32:47.501204
117.6667,0.0186,5.4774,25.0000,3.1571,0.3547,0.2376,56.9465,6.2777,57.8075,37,2.1578,0.0191,1.2993,1,chill,1,2,0,6,0,2025-07-02T21:32:47.551429
119.0002,0.0933,16.3959,123.0000,7.3963,0.3141,0.6292,87.5782,19.4181,54.6961,62,6.0935,0.0148,0.4005,15,chill,1,3,0,6,0,2025-07-02T21:32:47.677852
71.0000,0.1291,17.6983,59.0000,7.2705,0.6190,0.8778,111.8574,9.7048,51.6664,59,7.6858,0.0192,0.5539,7,chill,1,3,0,6,0,2025-07-02T21:32:47.847636
143.0001,0.0177,53.6714,111.0000,15.4303,0.1652,0.2110,99.8704,17.8956,58.8002,74,9.2732,0.0024,0.4744,12,chill,0,3,0,6,0,2025-07-02T21:32:48.208516
149.0002,0.0399,20.3807,102.0000,8.2761,0.3660,0.7182,100.3413,26.1952,53.3044,58,8.0888,0.0098,0.5944,7,chill,1,3,0,6,0,2025-07-02T21:32:48.661301
103.1321,0.4034,7.5767,91.0000,4.8400,0.4082,0.5119,88.5512,27.8003,60.0501,62,2.2149,0.0611,0.8165,1,chill,2,2,0,6,0,2025-07-02T21:32:48.799062
70.1740,0.7060,54.6940,98.0000,14.6402,0.1069,0.1639,57.4221,19.5053,67.5022,67,5.4095,0.0021,0.6800,13,chill,1,3,0,6,0,2025-07-02T21:32:49.239830
105.0001,0.0054,35.0201,96.0000,11.8010,0.4899,0.6723,103.9417,14.3835,48.1997,49,14.2811,0.0047,0.5407,21,chill,0,3,0,6,0,2025-07-02T21:32:49.607617
124.5448,0.8118,14.4528,60.0000,5.7000,0.3014,0.4814,70.3688,12.9085,66.8085,48,2.8121,0.0080,1.2645,1,chill,1,3,0,6,0,2025-07-02T21:32:49.657123
133.3901,0.2747,12.1263,31.0000,4.9938,0.2522,0.2497,86.2951,7.3935,59.3174,46,2.2898,0.0139,1.4789,1,chill,1,3,0,6,0,2025-07-02T21:32:49.731144
75.0000,0.1047,21.0127,123.0000,9.0249,0.6105,0.8246,97.2971,20.3883,56.1490,73,12.8114,0.0133,0.2005,11,chill,1,3,0,6,0,2025-07-02T21:32:50.028579
89.2400,0.0077,34.2777,80.0000,10.7261,0.2242,0.1325,106.0720,20.5322,41.4036,48,5.1713,0.0043,0.5889,7,chill,0,3,0,6,0,2025-07-02T21:32:50.416833
120.0000,0.1241,18.1162,50.0000,6.5942,0.3075,0.2417,85.3701,13.9787,59.8224,55,3.7258,0.0115,0.5453,4,chill,1,3,0,6,0,2025-07-02T21:32:50.627634
69.0000,0.0574,22.5585,104.0000,8.8211,0.3644,1.0481,92.0188,22.0644,53.5249,60,10.1462,0.0088,0.6862,15,chill,1,3,0,6,0,2025-07-02T21:32:50.862102
134.1430,0.0478,32.2292,47.0000,10.0136,0.2506,0.5338,101.3554,15.5171,59.5042,59,7.6178,0.0023,1.0160,13,chill,1,3,0,6,0,2025-07-02T21:32:51.232277
93.0001,0.1006,6.1240,57.0000,4.0975,0.5477,0.8770,88.4874,11.4083,48.4471,57,2.2160,0.0362,1.1733,1,chill,2,2,0,6,0,2025-07-02T21:32:51.301316
106.0001,0.0340,4.9558,60.0000,3.9981,0.6941,0.7370,97.0070,16.2356,60.4106,63,2.2277,0.0875,0.9276,1,chill,1,1,0,6,0,2025-07-02T21:32:51.364960
92.0003,0.1176,2.5106,52.0000,3.5656,1.2512,1.5702,113.3290,8.6176,57.4989,60,1.9839,0.3455,0.8507,1,chill,2,1,0,6,0,2025-07-02T21:32:51.426118
70.0000,0.0313,15.4142,0.0000,5.5767,0.4221,0.7084,90.0000,0.0000,56.2611,58,5.3805,0.0193,0.6211,10,chill,1,3,0,6,0,2025-07-02T21:32:51.537819
120.0000,0.0154,14.0052,121.0000,6.4130,0.1155,0.1536,75.9928,23.1600,71.3424,78,2.2004,0.0152,0.2060,1,chill,1,3,0,6,0,2025-07-02T21:32:51.930760
170.0005,0.0449,6.8566,39.0000,3.8883,0.5503,0.3200,76.6803,8.7217,61.3673,33,2.4048,0.0412,1.2903,1,chill,1,2,0,6,0,2025-07-02T21:32:51.983744
118.0011,0.0128,17.3676,47.0000,7.0629,0.4050,0.6405,123.1832,10.0182,48.3774,57,6.1701,0.0134,0.4195,13,chill,1,3,0,6,0,2025-07-02T21:32:52.215256
100.0000,0.0186,11.0380,82.0000,5.4851,0.2626,2.9149,86.0154,14.7064,68.5543,62,3.0774,0.0082,0.8135,12,chill,0,3,0,6,0,2025-07-02T21:32:52.365386
150.0000,0.0162,8.0322,115.0000,5.0845,0.3094,0.7893,73.5152,13.4216,59.7129,84,2.5206,0.0176,0.9459,1,chill,1,2,0,6,0,2025-07-02T21:32:52.537361
57.0001,0.3135,9.7413,113.0000,6.2306,0.6137,0.8748,101.7183,27.7844,61.7129,60,8.2881,0.2532,0.0639,10,chill,2,2,0,6,0,2025-07-02T21:32:52.634510
120.0000,0.0020,18.7759,45.0000,7.2574,0.4287,0.6613,112.0989,8.5028,52.7597,73,6.9423,0.0091,0.8944,10,chill,0,3,0,6,0,2025-07-02T21:32:52.839139
113.4630,0.0420,9.9716,116.0000,5.8428,0.6182,2.2230,68.7447,15.9069,55.9061,67,7.4380,0.0186,0.8047,8,chill,1,2,0,6,0,2025-07-02T21:32:52.933994
120.0000,0.0855,15.3215,116.0000,6.8446,0.3636,0.6598,68.9644,21.6438,53.2300,63,5.9917,0.0211,0.2620,7,chill,1,3,0,6,0,2025-07-02T21:32:53.087949
80.0000,0.0757,3.6233,97.0000,3.7136,0.6335,0.6799,57.0765,13.7510,60.0885,57,2.3186,0.0629,0.2624,1,chill,1,1,0,6,0,2025-07-02T21:32:53.174571
100.0000,0.0129,10.7925,116.0000,6.1803,0.7048,0.8592,83.7804,28.3300,55.6167,65,7.2066,0.0188,0.7790,10,chill,1,3,0,6,0,2025-07-02T21:32:53.349702
109.3999,0.0382,43.2876,0.0000,12.1123,0.1751,0.3424,127.0000,0.0000,61.8166,81,8.6247,0.0034,0.5588,14,chill,1,3,0,6,0,2025-07-02T21:32:53.808899
129.4751,0.0172,16.2882,60.0000,6.2583,0.1274,0.0789,78.4839,11.2400,62.3509,55,3.7411,0.0032,0.7732,4,chill,0,3,0,6,0,2025-07-02T21:32:54.280125
113.0001,0.0124,23.8839,0.0000,7.8542,0.4209,0.6716,110.0000,0.0000,53.0046,75,8.6310,0.0083,0.7012,14,chill,0,3,0,6,0,2025-07-02T21:32:54.629279
94.0001,0.2473,45.9092,126.0000,13.5695,0.1762,0.4128,66.3638,29.6313,54.4743,63,8.9992,0.0021,0.8021,24,chill,1,3,0,6,0,2025-07-02T21:32:55.077636
82.9990,0.0360,23.0213,98.0000,8.8742,0.2783,0.5952,121.7419,7.4084,51.1355,79,6.0624,0.0091,0.0330,10,chill,1,3,0,6,0,2025-07-02T21:32:56.940453
146.3096,0.1246,12.6725,31.0000,5.0966,0.2200,0.2748,85.7644,6.8981,60.0859,50,2.2321,0.0087,1.1523,1,chill,1,3,0,6,0,2025-07-02T21:32:57.032131
125.0000,0.0443,21.8929,0.0000,6.8016,0.1878,0.1185,95.0000,0.0000,39.9859,39,3.0578,0.0060,1.0537,4,chill,1,3,0,6,0,2025-07-02T21:32:57.234890
255.0001,1.0000,26.2449,110.0000,9.0739,0.1268,0.1215,82.7129,11.1057,66.3723,47,4.2421,0.0058,0.7708,2,chill,1,3,0,6,0,2025-07-02T21:32:57.318877
134.0001,0.2048,21.4077,61.0000,8.2371,0.3839,0.6713,118.8792,12.0185,52.3047,47,8.6750,0.0081,0.6369,11,chill,1,3,0,6,0,2025-07-02T21:32:57.475299
120.0000,0.1167,8.7407,117.0000,5.1203,0.2210,0.6867,66.0804,19.4348,65.4852,60,1.9485,0.0211,0.3767,1,chill,2,2,0,6,0,2025-07-02T21:32:57.776910
70.0002,0.1664,17.1890,103.0000,7.5482,0.3374,0.7408,101.3086,13.3134,58.8499,60,7.0227,0.0108,0.9320,7,chill,1,3,0,6,0,2025-07-02T21:32:57.944470
200.0000,1.0000,37.2435,63.0000,11.2336,0.1952,0.2168,105.3905,12.0925,65.2029,70,6.6022,0.0031,0.6418,26,chill,1,3,0,6,0,2025-07-02T21:32:58.268284
85.0000,0.0161,12.6815,0.0000,4.7895,0.4440,0.3308,80.0000,0.0000,54.7722,51,4.2246,0.0299,0.7118,4,chill,1,3,0,6,0,2025-07-02T21:32:58.344694
95.0000,0.1209,27.3343,106.0000,9.8157,0.4130,1.6828,75.8019,24.2050,54.1490,84,12.2590,0.0055,0.0184,10,chill,1,3,0,6,0,2025-07-02T21:32:58.607449
115.0000,0.2373,12.0538,74.0000,5.4130,0.0458,0.1201,78.3460,27.0214,49.9785,43,2.0116,0.0418,0.1538,6,chill,2,3,0,6,0,2025-07-02T21:32:58.681481
138.0002,0.0297,43.9333,126.0000,13.5010,0.1014,0.2384,114.5898,17.1122,51.0627,75,5.9296,0.0037,0.5026,14,chill,0,3,0,6,0,2025-07-02T21:32:59.045868
30.0000,0.0228,2.0000,0.0000,2.1234,0.8122,0.5661,64.0000,0.0000,57.3300,29,1.2685,0.1638,1.3177,2,chill,1,1,0,5,0,2025-07-02T21:32:59.109083
87.1667,0.0152,18.1067,34.0000,6.4428,0.3164,0.6737,81.5792,6.5096,65.6293,64,5.0012,0.0121,0.6426,9,chill,1,3,0,6,0,2025-07-02T21:32:59.298945
76.0004,0.1808,17.1748,66.0000,6.7225,0.2906,0.3287,84.9684,15.6954,60.6097,55,5.2433,0.0085,0.8002,4,chill,1,3,0,6,0,2025-07-02T21:32:59.418454
170.0001,0.0960,25.8136,82.0000,8.5716,0.1860,0.1501,83.3388,18.3883,65.7789,74,3.5174,0.0046,0.7706,4,chill,1,3,0,6,0,2025-07-02T21:32:59.581483
87.0000,0.1886,8.7879,58.0000,5.0374,0.3729,0.1874,118.6678,18.2333,46.9693,37,2.2140,0.0275,1.1795,7,chill,2,2,0,6,0,2025-07-02T21:32:59.687549
115.0000,0.1548,30.6029,92.0000,10.1534,0.1878,0.2460,105.7603,19.3750,49.9302,74,5.7037,0.0062,0.5697,9,chill,1,3,0,6,0,2025-07-02T21:32:59.896305
114.0002,0.0039,7.8989,0.0000,3.5861,0.4062,5.1035,64.0000,0.0000,63.2744,70,4.1208,0.0109,0.3967,8,chill,1,2,0,6,0,2025-07-02T21:33:00.140461
68.9759,0.0540,2.8343,126.0000,4.3780,0.2844,0.5805,74.1209,15.0743,59.5848,60,5.3401,0.0085,0.8605,10,chill,1,1,0,6,0,2025-07-02T21:33:00.364415
150.0000,0.0430,8.9367,36.0000,4.4778,0.5296,0.2482,88.4402,7.3132,59.7638,40,3.0131,0.0301,1.1402,1,chill,1,2,0,6,0,2025-07-02T21:33:00.431403
110.0009,0.0760,14.0716,107.0000,6.8526,0.5726,0.7246,83.0919,20.6768,50.8828,60,8.5924,0.0147,0.6996,6,chill,1,3,0,6,0,2025-07-02T21:33:00.552208
116.5005,0.1098,30.5483,124.0000,10.5918,0.2071,0.5244,96.3538,17.5996,61.4781,66,7.5833,0.0053,0.4514,10,chill,1,3,0,6,0,2025-07-02T21:33:00.799669
137.0019,0.0133,21.3921,116.0000,8.0441,0.1846,0.4164,68.7065,27.4675,53.6984,64,5.2008,0.0096,0.0252,17,chill,0,3,0,6,0,2025-07-02T21:33:01.024295
88.0000,0.0737,29.6518,90.0000,10.0052,0.2118,0.3453,103.1740,20.0210,53.0926,60,7.0322,0.0070,0.0286,11,chill,1,3,0,6,0,2025-07-02T21:33:01.316375
87.0000,0.1225,27.6971,94.0000,9.3844,0.2524,0.2856,88.1764,16.1424,56.7666,56,6.0475,0.0154,0.0178,11,chill,1,3,0,6,0,2025-07-02T21:33:01.605342
121.0019,0.0127,23.0813,95.0000,8.4394,0.0906,0.0790,111.5026,20.3415,54.4752,49,2.5803,0.0021,0.9370,4,chill,0,3,0,6,0,2025-07-02T21:33:01.753687
100.0000,0.0255,10.8259,0.0000,4.3667,0.2187,0.2742,95.0000,0.0000,55.9845,50,1.5159,0.0128,0.0612,4,chill,1,3,0,6,0,2025-07-02T21:33:01.894852
120.0000,0.2680,7.9184,48.0000,4.1380,0.2191,0.1092,78.4227,22.8233,68.5464,57,1.0567,0.0114,1.1273,2,chill,1,2,0,6,0,2025-07-02T21:33:01.951201
140.0001,0.0065,5.8333,27.0000,3.9340,0.2143,0.0000,121.6000,10.8000,58.7250,44,0.7000,0.0074,0.9568,2,chill,0,2,0,6,0,2025-07-02T21:33:02.006538
